genome.position,type,gene,start,end,Operon.ID,strand
1722060,CDS,Rv1526c,1721990,1722210,1015,-
1728409,CDS,Rv1527c,1728339,1728559,1015,-
1729450,CDS,Rv1528c,1729380,1729600,1016,-
1729494,Primary.TSS,Rv1529,1729344,1729564,1017,+
1731373,CDS,Rv1530,1731223,1731443,1018,+
1732432,Primary.TSS,Rv1531,1732282,1732502,1018,+
1733550,Primary.TSS,Rv1532c,1733480,1733700,1019,-
1733609,Primary.TSS,Rv1533,1733459,1733679,1020,+
1734734,CDS,Rv1534,1734584,1734804,1020,+
1735507,Primary.TSS,Rv1535,1735357,1735577,1021,+
1736290,Primary.TSS,Rv1536,1736140,1736360,1022,+
1739640,Primary.TSS,Rv1537,1739490,1739710,1023,+
1742192,CDS,Rv1538c,1742122,1742342,1024,-
1742244,Primary.TSS,Rv1539,1742094,1742314,1025,+
1742845,CDS,Rv1540,1742695,1742915,1025,+
1744371,CDS,Rv1541c,1744301,1744521,1026,-
1744836,CDS,Rv1542c,1744766,1744986,1027,-
1745018,Primary.TSS,Rv1543,1744868,1745088,1028,+
1746094,CDS,Rv1544,1745944,1746164,1028,+
1746919,CDS,Rv1545,1746769,1746989,1028,+
1747195,Primary.TSS,Rv1546,1747045,1747265,1029,+
1747691,Primary.TSS,Rv1547,1747541,1747761,1030,+
1753333,CDS,Rv1548c,1753263,1753483,1031,-
1753510,CDS,Rv1549,1753360,1753580,1032,+
1753716,CDS,Rv1550,1753566,1753786,1032,+
1755445,CDS,Rv1551,1755295,1755515,1032,+
1757400,Primary.TSS,Rv1552,1757250,1757470,1033,+
1759435,CDS,Rv1553,1759285,1759505,1033,+
1760175,CDS,Rv1554,1760025,1760245,1033,+
1760552,CDS,Rv1555,1760402,1760622,1033,+
1760997,CDS,Rv1556,1760859,1761079,1034,+
1761669,Primary.TSS,Rv1557,1761519,1761739,1035,+
1762473,Primary.TSS,Rv1558,1762323,1762543,1035,+
1762947,Primary.TSS,Rv1559,1762797,1763017,1035,+
1764755,CDS,Rv1560,1764605,1764825,1035,+
1764770,Primary.TSS,Rv1561,1764620,1764840,1035,+
1767142,CDS,Rv1562c,1767072,1767292,1036,-
1769432,CDS,Rv1563c,1769362,1769582,1036,-
1771601,Primary.TSS,Rv1564c,1771531,1771751,1036,-
1773833,Primary.TSS,Rv1565c,1773763,1773983,1036,-
1774722,Primary.TSS,Rv1566c,1774652,1774872,1037,-
1775163,Primary.TSS,Rv1567c,1775093,1775313,1038,-
1775164,Primary.TSS,Rv1568,1775014,1775234,1039,+
1776702,CDS,Rv1569,1776552,1776772,1039,+
1777859,CDS,Rv1570,1777709,1777929,1039,+
1778539,CDS,Rv1571,1778389,1778609,1039,+
1779298,CDS,Rv1572c,1779228,1779448,1040,-
1779314,CDS,Rv1573,1779164,1779384,1041,+
1779930,CDS,Rv1574,1779780,1780000,1042,+
1780199,CDS,Rv1575,1780049,1780269,1042,+
1782064,CDS,Rv1576c,1781994,1782214,1043,-
1782728,Primary.TSS,Rv1577c,1782658,1782878,1043,-
1783241,Primary.TSS,Rv1578c,1783171,1783391,1044,-
1783623,CDS,Rv1579c,1783553,1783773,1045,-
1783892,CDS,Rv1580c,1783822,1784042,1045,-
1784301,CDS,Rv1581c,1784231,1784451,1045,-
1785912,CDS,Rv1582c,1785842,1786062,1046,-
1786310,CDS,Rv1583c,1786240,1786460,1046,-
1786573,Primary.TSS,Rv1584c,1786503,1786723,1046,-
1787099,CDS,Rv1585c,1787029,1787249,1047,-
1788505,CDS,Rv1586c,1788435,1788655,1047,-
1789163,CDS,Rv1587c,1789093,1789313,1047,-
1789836,Primary.TSS,Rv1588c,1789766,1789986,1047,-
1790200,Primary.TSS,Rv1589,1790050,1790270,1048,+
1791334,CDS,Rv1590,1791184,1791404,1048,+
1791570,CDS,Rv1591,1791420,1791640,1048,+
1793892,Primary.TSS,Rv1592c,1793822,1794042,1049,-
1794707,Primary.TSS,Rv1593c,1794637,1794857,1050,-
1794705,Primary.TSS,Rv1594,1794555,1794775,1051,+
1795805,CDS,Rv1595,1795655,1795875,1051,+
1797388,CDS,Rv1596,1797238,1797458,1051,+
1797939,Primary.TSS,Rv1597,1797789,1798009,1052,+
1799509,Primary.TSS,Rv1598c,1799439,1799659,1053,-
1799565,Primary.TSS,Rv1599,1799415,1799635,1054,+
1800896,CDS,Rv1600,1800746,1800966,1054,+
1802035,CDS,Rv1601,1801885,1802105,1054,+
1802664,CDS,Rv1602,1802514,1802734,1054,+
1803294,CDS,Rv1603,1803144,1803364,1054,+
1804039,CDS,Rv1604,1803889,1804109,1054,+
1804853,CDS,Rv1605,1804703,1804923,1054,+
1805653,CDS,Rv1606,1805503,1805723,1054,+
1805922,Primary.TSS,Rv1607,1805772,1805992,1055,+
1807762,Primary.TSS,Rv1608c,1807692,1807912,1056,-
1807903,Primary.TSS,Rv1609,1807753,1807973,1057,+
1809443,CDS,Rv1610,1809293,1809513,1057,+
1810185,Primary.TSS,Rv1611,1810035,1810255,1058,+
1811127,CDS,Rv1612,1810977,1811197,1059,+
1812359,CDS,Rv1613,1812209,1812429,1059,+
1813171,CDS,Rv1614,1813021,1813241,1059,+
1814765,Primary.TSS,Rv1615,1814615,1814835,1060,+
1815310,Primary.TSS,Rv1616,1815160,1815380,1060,+
1816189,Primary.TSS,Rv1617,1816039,1816259,1061,+
1817615,CDS,Rv1618,1817465,1817685,1061,+
1818137,Primary.TSS,Rv1619,1817987,1818207,1062,+
1821693,CDS,Rv1620c,1821623,1821843,1063,-
1823273,CDS,Rv1621c,1823203,1823423,1063,-
1824400,CDS,Rv1622c,1824330,1824550,1064,-
1825928,Primary.TSS,Rv1623c,1825858,1826078,1064,-
1826585,CDS,Rv1624c,1826515,1826735,1065,-
1827945,Primary.TSS,Rv1625c,1827875,1828095,1065,-
1828115,Primary.TSS,Rv1626,1827965,1828185,1066,+
1830073,CDS,Rv1627c,1830003,1830223,1067,-
1830561,Primary.TSS,Rv1628c,1830491,1830711,1067,-
1830665,Primary.TSS,Rv1629,1830515,1830735,1068,+
1833493,Primary.TSS,Rv1630,1833343,1833563,1069,+
1834917,Primary.TSS,Rv1631,1834767,1834987,1069,+
1836896,Primary.TSS,Rv1632c,1836826,1837046,1070,-
1837012,Primary.TSS,Rv1633,1836862,1837082,1071,+
1839168,CDS,Rv1634,1839018,1839238,1071,+
1842242,CDS,Rv1635c,1842172,1842392,1072,-
1842388,Primary.TSS,Rv1636,1842238,1842458,1073,+
1843692,CDS,Rv1637c,1843622,1843842,1074,-
1843741,CDS,Rv1638,1844105,1844325,1075,+
1846973,CDS,Rv1638A,1846903,1847123,1076,-
1848032,CDS,Rv1639c,1847962,1848182,1077,-
1852035,CDS,Rv1640c,1851965,1852185,1078,-
1851989,Primary.TSS,Rv1641,1851839,1852059,1079,+
1852638,Primary.TSS,Rv1642,1852488,1852708,1080,+
1853184,CDS,Rv1643,1853034,1853254,1081,+
1853606,CDS,Rv1644,1853456,1853676,1081,+
1855454,CDS,Rv1645c,1855384,1855604,1082,-
1855707,Primary.TSS,Rv1646,1855557,1855777,1083,+
1856346,Primary.TSS,Rv1647,1856196,1856416,1084,+
1857532,Primary.TSS,Rv1648,1857382,1857602,1084,+
1858593,Primary.TSS,Rv1649,1858443,1858663,1085,+
1859758,CDS,Rv1650,1859608,1859828,1085,+
1865382,CDS,Rv1651c,1865312,1865532,1086,-
1865576,CDS,Rv1652,1865426,1865646,1087,+
1866631,CDS,Rv1653,1866481,1866701,1087,+
1867842,CDS,Rv1654,1867692,1867912,1087,+
1868723,CDS,Rv1655,1868573,1868793,1087,+
1869922,CDS,Rv1656,1869772,1869992,1087,+
1870842,CDS,Rv1657,1870692,1870912,1087,+
1871363,CDS,Rv1658,1871213,1871433,1087,+
1872639,CDS,Rv1659,1873331,1873551,1088,+
1874103,Primary.TSS,Rv1660,1873953,1874173,1089,+
1875304,CDS,Rv1661,1875154,1875374,1090,+
1881704,CDS,Rv1662,1881554,1881774,1090,+
1886512,CDS,Rv1663,1886362,1886582,1090,+
1887556,Primary.TSS,Rv1664,1887406,1887626,1090,+
1891192,Primary.TSS,Rv1665,1891042,1891262,1091,+
1893562,CDS,Rv1666c,1893492,1893712,1092,-
1894230,CDS,Rv1667c,1894160,1894380,1092,-
1895342,Primary.TSS,Rv1668c,1895272,1895492,1092,-
1895725,CDS,Rv1669,1895575,1895795,1093,+
1896086,Primary.TSS,Rv1670,1895936,1896156,1093,+
1896475,CDS,Rv1671,1896325,1896545,1093,+
1898232,Primary.TSS,Rv1672c,1898162,1898382,1094,-
1899232,CDS,Rv1673c,1899162,1899382,1095,-
1899916,CDS,Rv1674c,1899846,1900066,1095,-
1900975,CDS,Rv1675c,1900905,1901125,1096,-
1901047,CDS,Rv1676,1900897,1901117,1097,+
1901748,CDS,Rv1677,1901598,1901818,1097,+
1902391,Primary.TSS,Rv1678,1902241,1902461,1098,+
1903299,CDS,Rv1679,1903149,1903369,1098,+
1904429,CDS,Rv1680,1904279,1904499,1098,+
1905250,CDS,Rv1681,1905100,1905320,1098,+
1906319,Primary.TSS,Rv1682,1906169,1906389,1099,+
1907594,CDS,Rv1683,1907444,1907664,1100,+
1910288,Primary.TSS,Rv1684,1910138,1910358,1100,+
1911399,CDS,Rv1685c,1911329,1911549,1101,-
1912081,CDS,Rv1686c,1912011,1912231,1101,-
1912920,CDS,Rv1687c,1912850,1913070,1102,-
1912979,CDS,Rv1688,1912829,1913049,1103,+
1913602,CDS,Rv1689,1913452,1913672,1103,+
1915484,Primary.TSS,Rv1690,1915334,1915554,1104,+
1915949,CDS,Rv1691,1915799,1916019,1104,+
1916698,CDS,Rv1692,1916548,1916768,1104,+
1917753,Primary.TSS,Rv1693,1917603,1917823,1104,+
1917940,CDS,Rv1694,1917790,1918010,1104,+
1918746,CDS,Rv1695,1918596,1918816,1104,+
1919683,CDS,Rv1696,1919533,1919753,1104,+
1921542,Primary.TSS,Rv1697,1921392,1921612,1105,+
1922745,CDS,Rv1698,1922595,1922815,1105,+
1923745,Primary.TSS,Rv1699,1923595,1923815,1106,+
1925355,Primary.TSS,Rv1700,1925205,1925425,1106,+
1926202,CDS,Rv1701,1926052,1926272,1106,+
1928575,CDS,Rv1702c,1928505,1928725,1107,-
1929881,Primary.TSS,Rv1703c,1929811,1930031,1108,-
1931519,Primary.TSS,Rv1704c,1931449,1931669,1109,-
1933138,Primary.TSS,Rv1705c,1933068,1933288,1110,-
1934649,CDS,Rv1706A,1934579,1934799,1111,-
1933878,CDS,Rv1706c,1933808,1934028,1112,-
1934799,Primary.TSS,Rv1707,1934649,1934869,1113,+
1936360,CDS,Rv1708,1936210,1936430,1113,+
1937182,Primary.TSS,Rv1709,1937032,1937252,1113,+
1938067,Primary.TSS,Rv1710,1937917,1938137,1113,+
1938346,Primary.TSS,Rv1711,1938196,1938416,1113,+
1939599,CDS,Rv1712,1939449,1939669,1113,+
1940288,CDS,Rv1713,1940138,1940358,1113,+
1941853,CDS,Rv1714,1941703,1941923,1114,+
1942659,CDS,Rv1715,1942509,1942729,1114,+
1943576,CDS,Rv1716,1943426,1943646,1114,+
1944406,CDS,Rv1717,1944256,1944476,1114,+
1944809,CDS,Rv1718,1944659,1944879,1115,+
1945641,CDS,Rv1719,1945491,1945711,1115,+
1947419,CDS,Rv1720c,1947349,1947569,1116,-
1947643,Primary.TSS,Rv1721c,1947573,1947793,1116,-
1947861,CDS,Rv1722,1947711,1947931,1117,+
1949342,CDS,Rv1723,1949192,1949412,1117,+
1951051,CDS,Rv1724c,1950981,1951201,1118,-
1951751,CDS,Rv1725c,1951681,1951901,1118,-
1951852,CDS,Rv1726,1951702,1951922,1119,+
1953270,CDS,Rv1727,1953120,1953340,1119,+
1954634,CDS,Rv1728c,1954564,1954784,1120,-
1955569,CDS,Rv1729c,1955499,1955719,1120,-
1957357,Primary.TSS,Rv1730c,1957287,1957507,1121,-
1957391,Primary.TSS,Rv1731,1957241,1957461,1122,+
1959791,Primary.TSS,Rv1732c,1959721,1959941,1123,-
1960487,CDS,Rv1733c,1960417,1960637,1124,-
1961016,CDS,Rv1734c,1960946,1961166,1125,-
1961788,CDS,Rv1735c,1961718,1961938,1126,-
1964372,Primary.TSS,Rv1736c,1964302,1964522,1127,-
1965427,Primary.TSS,Rv1737c,1965357,1965577,1127,-
1965576,Primary.TSS,Rv1738,1965426,1965646,1128,+
1967637,CDS,Rv1739c,1967567,1967787,1129,-
1967705,Primary.TSS,Rv1740,1967555,1967775,1130,+
1967742,Primary.TSS,Rv1741,1967592,1967812,1130,+
1968173,CDS,Rv1742,1968023,1968243,1130,+
1968960,Primary.TSS,Rv1743,1968810,1969030,1131,+
1971390,CDS,Rv1744c,1971320,1971540,1132,-
1972419,Primary.TSS,Rv1745c,1972349,1972569,1132,-
1972138,Primary.TSS,Rv1746,1971988,1972208,1133,+
1973634,Primary.TSS,Rv1747,1973484,1973704,1134,+
1976600,CDS,Rv1748,1976450,1976670,1135,+
1977885,CDS,Rv1749c,1977815,1978035,1136,-
1979567,CDS,Rv1750c,1979497,1979717,1137,-
1979621,CDS,Rv1751,1979614,1979834,1138,+
1981130,CDS,Rv1752,1980980,1981200,1139,+
1984870,Primary.TSS,Rv1753c,1984800,1985020,1140,-
1986670,CDS,Rv1754c,1986600,1986820,1141,-
1987764,Primary.TSS,Rv1755c,1987694,1987914,1142,-
1988629,CDS,Rv1756c,1988559,1988779,1143,-
1989006,CDS,Rv1757c,1988936,1989156,1144,-
1989042,CDS,Rv1758,1988892,1989112,1145,+
1992577,CDS,Rv1759c,1992507,1992727,1146,-
1993153,CDS,Rv1760,1993291,1993511,1147,+
1995054,CDS,Rv1761c,1994984,1995204,1148,-
1995864,Primary.TSS,Rv1762c,1995794,1996014,1148,-
1996152,CDS,Rv1763,1996002,1996222,1149,+
1996529,CDS,Rv1764,1997244,1997464,1150,+
1999649,Primary.TSS,Rv1765A,1999579,1999799,1151,-
1998515,Primary.TSS,Rv1765c,1998445,1998665,1152,-
1999710,Primary.TSS,Rv1766,1999560,1999780,1153,+
2000074,Primary.TSS,Rv1767,1999924,2000144,1154,+
2000558,Primary.TSS,Rv1768,2000408,2000628,1155,+
2002618,Primary.TSS,Rv1769,2002468,2002688,1156,+
2003878,CDS,Rv1770,2003728,2003948,1156,+
2005161,CDS,Rv1771,2005011,2005231,1156,+
2006560,Primary.TSS,Rv1772,2006410,2006630,1157,+
2007766,CDS,Rv1773c,2007696,2007916,1158,-
2007832,CDS,Rv1774,2007682,2007902,1159,+
2008930,Primary.TSS,Rv1775,2008780,2009000,1159,+
2010622,Primary.TSS,Rv1776c,2010552,2010772,1160,-
2010656,CDS,Rv1777,2010506,2010726,1161,+
2012530,CDS,Rv1778c,2012460,2012680,1162,-
2014479,CDS,Rv1779c,2014409,2014629,1163,-
2014697,Primary.TSS,Rv1780,2014547,2014767,1164,+
2017476,CDS,Rv1781c,2017406,2017626,1165,-
2017649,Primary.TSS,Rv1782,2017499,2017719,1166,+
2019257,CDS,Rv1783,2019107,2019327,1166,+
2020634,CDS,Rv1784,2020484,2020704,1167,+
2024628,CDS,Rv1785c,2024558,2024778,1168,-
2024828,CDS,Rv1786,2024678,2024898,1169,+
2025301,CDS,Rv1787,2025151,2025371,1170,+
2026477,CDS,Rv1788,2026327,2026547,1171,+
2026747,Primary.TSS,Rv1789,2026597,2026817,1171,+
2028425,CDS,Rv1790,2028275,2028495,1172,+
2029771,Primary.TSS,Rv1791,2029621,2029841,1173,+
2030347,CDS,Rv1792,2030197,2030417,1173,+
2030676,Primary.TSS,Rv1793,2030526,2030746,1174,+
2030896,Primary.TSS,Rv1794,2030746,2030966,1175,+
2032061,Primary.TSS,Rv1795,2031911,2032131,1176,+
2033493,Primary.TSS,Rv1796,2033343,2033563,1176,+
2035431,Primary.TSS,Rv1797,2035281,2035501,1176,+
2036700,CDS,Rv1798,2036550,2036770,1176,+
2039159,CDS,Rv1799,2039009,2039229,1177,+
2039453,CDS,Rv1800,2039723,2039943,1178,+
2042001,CDS,Rv1801,2041851,2042071,1179,+
2043384,CDS,Rv1802,2044598,2044818,1180,+
2046842,CDS,Rv1803c,2046772,2046992,1181,-
2047405,Primary.TSS,Rv1804c,2047335,2047555,1182,-
2048034,CDS,Rv1805c,2047964,2048184,1183,-
2047593,Primary.TSS,Rv1806,2047443,2047663,1184,+
2048398,CDS,Rv1807,2048248,2048468,1184,+
2049895,Primary.TSS,Rv1808,2049745,2049965,1185,+
2051282,CDS,Rv1809,2051132,2051352,1186,+
2052933,CDS,Rv1810,2052817,2053037,1187,+
2052967,Primary.TSS,Rv1811,2052817,2053037,1188,+
2055472,Primary.TSS,Rv1812c,2055402,2055622,1189,-
2056342,Primary.TSS,Rv1813c,2056272,2056492,1190,-
2056479,Primary.TSS,Rv1814,2056329,2056549,1191,+
2057455,Primary.TSS,Rv1815,2057305,2057525,1192,+
2058256,CDS,Rv1816,2058448,2058668,1193,+
2059595,CDS,Rv1817,2060377,2060597,1194,+
2062749,Primary.TSS,Rv1818c,2062679,2062899,1195,-
2064728,CDS,Rv1819c,2064658,2064878,1196,-
2064799,Primary.TSS,Rv1820,2064649,2064869,1197,+
2066457,CDS,Rv1821,2066307,2066527,1197,+
2069080,Primary.TSS,Rv1822,2068930,2069150,1198,+
2069259,Primary.TSS,Rv1823,2069109,2069329,1198,+
2070425,Primary.TSS,Rv1824,2070275,2070495,1198,+
2071036,CDS,Rv1825,2070886,2071106,1198,+
2071906,Primary.TSS,Rv1826,2071756,2071976,1198,+
2072192,Primary.TSS,Rv1827,2072042,2072262,1199,+
2073081,CDS,Rv1828,2072931,2073151,1199,+
2073841,Primary.TSS,Rv1829,2073691,2073911,1200,+
2074806,Primary.TSS,Rv1830,2074656,2074876,1201,+
2075481,Primary.TSS,Rv1831,2075331,2075551,1202,+
2075609,Primary.TSS,Rv1832,2075459,2075679,1203,+
2079806,Primary.TSS,Rv1833c,2079736,2079956,1204,-
2079830,CDS,Rv1834,2079680,2079900,1205,+
2082587,CDS,Rv1835c,2082517,2082737,1206,-
2084636,CDS,Rv1836c,2084566,2084786,1206,-
2087000,Primary.TSS,Rv1837c,2086930,2087150,1207,-
2087652,CDS,Rv1838c,2087582,2087802,1208,-
2087912,Primary.TSS,Rv1839c,2087842,2088062,1208,-
2089518,CDS,Rv1840c,2089448,2089668,1209,-
2090718,CDS,Rv1841c,2090648,2090868,1210,-
2092222,Primary.TSS,Rv1842c,2092152,2092372,1210,-
2094150,Primary.TSS,Rv1843c,2094080,2094300,1211,-
2095245,Primary.TSS,Rv1844c,2095175,2095395,1211,-
2096168,CDS,Rv1845c,2096098,2096318,1211,-
2096622,Primary.TSS,Rv1846c,2096552,2096772,1211,-
2096760,Primary.TSS,Rv1847,2096610,2096830,1212,+
2096877,Primary.TSS,Rv1848,2096727,2096947,1213,+
2097647,CDS,Rv1849,2097497,2097717,1213,+
2097961,CDS,Rv1850,2097811,2098031,1213,+
2099694,CDS,Rv1851,2099544,2099764,1213,+
2100340,CDS,Rv1852,2100190,2100410,1213,+
2101022,CDS,Rv1853,2100872,2101092,1213,+
2103087,Primary.TSS,Rv1854c,2103017,2103237,1214,-
2104107,Primary.TSS,Rv1855c,2104037,2104257,1215,-
2104896,Primary.TSS,Rv1856c,2104826,2105046,1215,-
2104902,Primary.TSS,Rv1857,2104752,2104972,1216,+
2105773,CDS,Rv1858,2105623,2105843,1216,+
2106574,CDS,Rv1859,2106424,2106644,1216,+
2107736,Primary.TSS,Rv1860,2107586,2107806,1217,+
2109165,CDS,Rv1861,2109015,2109235,1218,+
2109544,CDS,Rv1862,2109394,2109614,1219,+
2111364,Primary.TSS,Rv1863c,2111294,2111514,1220,-
2112109,CDS,Rv1864c,2112039,2112259,1220,-
2112966,CDS,Rv1865c,2112896,2113116,1220,-
2113140,CDS,Rv1866,2114255,2114475,1221,+
2115764,Primary.TSS,Rv1867,2115614,2115834,1222,+
2117322,Primary.TSS,Rv1868,2117172,2117392,1223,+
2120727,Primary.TSS,Rv1869c,2120657,2120877,1224,-
2121852,Primary.TSS,Rv1870c,2121782,2122002,1225,-
2122231,Primary.TSS,Rv1871c,2122161,2122381,1226,-
2123152,Primary.TSS,Rv1872c,2123082,2123302,1226,-
2123174,CDS,Rv1873,2123024,2123244,1227,+
2123666,Primary.TSS,Rv1874,2123516,2123736,1228,+
2124381,CDS,Rv1875,2124231,2124451,1228,+
2125229,Primary.TSS,Rv1876,2125079,2125299,1229,+
2125904,CDS,Rv1877,2126408,2126628,1230,+
2128022,CDS,Rv1878,2127872,2128092,1231,+
2129377,CDS,Rv1879,2129227,2129447,1231,+
2131857,CDS,Rv1880c,2131787,2132007,1232,-
2132329,CDS,Rv1881c,2132259,2132479,1233,-
2133674,Primary.TSS,Rv1882c,2133604,2133824,1234,-
2134153,Primary.TSS,Rv1883c,2134083,2134303,1234,-
2134261,CDS,Rv1884c,2134191,2134411,1234,-
2134872,CDS,Rv1885c,2134802,2135022,1234,-
2135905,Primary.TSS,Rv1886c,2135835,2136055,1234,-
2136128,Primary.TSS,Rv1887,2135978,2136198,1235,+
2138646,Primary.TSS,Rv1888A,2138576,2138796,1236,-
2138123,Primary.TSS,Rv1888c,2138053,2138273,1237,-
2139017,CDS,Rv1889c,2138947,2139167,1238,-
2139687,CDS,Rv1890c,2139617,2139837,1239,-
2139710,Primary.TSS,Rv1891,2139560,2139780,1240,+
2140165,CDS,Rv1892,2140015,2140235,1240,+
2140486,CDS,Rv1893,2140336,2140556,1240,+
2141875,Primary.TSS,Rv1894c,2141805,2142025,1241,-
2142521,CDS,Rv1895,2143417,2143637,1242,+
2144446,CDS,Rv1896c,2144376,2144596,1243,-
2144882,CDS,Rv1897c,2144812,2145032,1243,-
2144940,Primary.TSS,Rv1898,2144790,2145010,1244,+
2146245,CDS,Rv1899c,2146175,2146395,1245,-
2147633,Primary.TSS,Rv1900c,2147563,2147783,1245,-
2147662,CDS,Rv1901,2148248,2148468,1246,+
2150274,CDS,Rv1902c,2150204,2150424,1247,-
2150364,Primary.TSS,Rv1903,2150214,2150434,1248,+
2150828,Primary.TSS,Rv1904,2150678,2150898,1249,+
2152395,CDS,Rv1905c,2152325,2152545,1250,-
2152896,Primary.TSS,Rv1906c,2152826,2153046,1250,-
2154044,Primary.TSS,Rv1907c,2153974,2154194,1251,-
2156111,CDS,Rv1908c,2156041,2156261,1251,-
2156592,Primary.TSS,Rv1909c,2156522,2156742,1251,-
2157311,Primary.TSS,Rv1910c,2157241,2157461,1252,-
2158083,Primary.TSS,Rv1911c,2158013,2158233,1253,-
2159091,CDS,Rv1912c,2159021,2159241,1254,-
2159191,CDS,Rv1913,2159041,2159261,1255,+
2160328,CDS,Rv1914c,2160258,2160478,1256,-
2160427,Primary.TSS,Rv1915,2160277,2160497,1257,+
2161566,CDS,Rv1916,2161416,2161636,1257,+
2167795,Primary.TSS,Rv1917c,2167725,2167945,1258,-
2170683,Primary.TSS,Rv1918c,2170613,2170833,1259,-
2171569,Primary.TSS,Rv1919c,2171499,2171719,1260,-
2171623,CDS,Rv1920,2171598,2171818,1261,+
2173795,CDS,Rv1921c,2173725,2173945,1262,-
2174067,CDS,Rv1922,2173917,2174137,1263,+
2175173,CDS,Rv1923,2175023,2175243,1263,+
2176989,Primary.TSS,Rv1924c,2176919,2177139,1264,-
2177087,Primary.TSS,Rv1925,2176937,2177157,1265,+
2179491,Primary.TSS,Rv1926c,2179421,2179641,1266,-
2179271,Primary.TSS,Rv1927,2179121,2179341,1267,+
2181217,CDS,Rv1928c,2181147,2181367,1268,-
2181906,CDS,Rv1929c,2181836,2182056,1269,-
2182442,CDS,Rv1930c,2182372,2182592,1269,-
2183514,Primary.TSS,Rv1931c,2183444,2183664,1269,-
2183372,Primary.TSS,Rv1932,2183222,2183442,1270,+
2184957,CDS,Rv1933c,2184887,2185107,1271,-
2186188,CDS,Rv1934c,2186118,2186338,1271,-
2187159,CDS,Rv1935c,2187089,2187309,1271,-
2187324,Primary.TSS,Rv1936,2187174,2187394,1272,+
2188496,CDS,Rv1937,2188346,2188566,1272,+
2191027,CDS,Rv1938,2190877,2191097,1272,+
2192094,CDS,Rv1939,2191944,2192164,1272,+
2192606,CDS,Rv1940,2192456,2192676,1272,+
2193615,Primary.TSS,Rv1941,2193465,2193685,1272,+
2195206,Primary.TSS,Rv1942c,2195136,2195356,1273,-
2195829,Primary.TSS,Rv1943c,2195759,2195979,1273,-
2195934,CDS,Rv1944c,2195864,2196084,1273,-
2195989,Primary.TSS,Rv1945,2195839,2196059,1274,+
2197960,CDS,Rv1946c,2197890,2198110,1275,-
2197688,Primary.TSS,Rv1947,2197538,2197758,1276,+
2199064,CDS,Rv1948c,2198994,2199214,1277,-
2200034,CDS,Rv1949c,2199964,2200184,1277,-
2200189,CDS,Rv1950c,2200119,2200339,1277,-
2200486,CDS,Rv1951c,2200416,2200636,1277,-
2200713,Primary.TSS,Rv1952,2200563,2200783,1278,+
2200938,CDS,Rv1953,2200788,2201008,1278,+
2201744,CDS,Rv1954c,2201674,2201894,1279,-
2201584,CDS,Rv1955,2201434,2201654,1280,+
2202138,CDS,Rv1956,2201988,2202208,1281,+
2202584,CDS,Rv1957,2202434,2202654,1281,+
2203632,CDS,Rv1958c,2203562,2203782,1282,-
2203977,CDS,Rv1959c,2203907,2204127,1283,-
2204225,Primary.TSS,Rv1960c,2204155,2204375,1283,-
2204212,CDS,Rv1961,2204075,2204295,1284,+
2205273,CDS,Rv1962c,2205203,2205423,1285,-
2207047,Primary.TSS,Rv1963c,2206977,2207197,1286,-
2207614,Primary.TSS,Rv1964,2207464,2207684,1287,+
2208507,CDS,Rv1965,2208357,2208577,1287,+
2209327,CDS,Rv1966,2209177,2209397,1287,+
2210601,CDS,Rv1967,2210451,2210671,1287,+
2211626,CDS,Rv1968,2211476,2211696,1287,+
2212855,CDS,Rv1969,2212705,2212925,1287,+
2214123,CDS,Rv1970,2213973,2214193,1287,+
2215257,CDS,Rv1971,2215107,2215327,1287,+
2216592,CDS,Rv1972,2216442,2216662,1287,+
2217164,CDS,Rv1973,2217014,2217234,1287,+
2217659,CDS,Rv1974,2217509,2217729,1287,+
2218052,CDS,Rv1975,2217902,2218122,1287,+
2219251,Primary.TSS,Rv1976c,2219181,2219401,1288,-
2219559,Primary.TSS,Rv1977,2219409,2219629,1289,+
2220880,Primary.TSS,Rv1978,2220730,2220950,1290,+
2223583,Primary.TSS,Rv1979c,2223513,2223733,1291,-
2224105,Primary.TSS,Rv1980c,2224035,2224255,1292,-
2225322,Primary.TSS,Rv1981c,2225252,2225472,1293,-
2225832,CDS,Rv1982c,2225762,2225982,1294,-
2226211,Primary.TSS,Rv1983,2226061,2226281,1295,+
2228561,Primary.TSS,Rv1984c,2228491,2228711,1296,-
2229902,CDS,Rv1985c,2229832,2230052,1297,-
2229988,Primary.TSS,Rv1986,2229838,2230058,1298,+
2231025,Primary.TSS,Rv1987,2230875,2231095,1299,+
2231453,Primary.TSS,Rv1988,2231303,2231523,1300,+
2233299,CDS,Rv1989c,2233229,2233449,1301,-
2234216,CDS,Rv1990A,2234146,2234366,1302,-
2233637,CDS,Rv1990c,2233567,2233787,1303,-
2234649,CDS,Rv1991c,2234579,2234799,1304,-
2237306,CDS,Rv1992c,2237236,2237456,1305,-
2237575,CDS,Rv1993c,2237505,2237725,1305,-
2237984,Primary.TSS,Rv1994c,2237914,2238134,1306,-
2238141,CDS,Rv1995,2238522,2238742,1307,+
2238979,Primary.TSS,Rv1996,2238829,2239049,1308,+
